Session Window -> DummyLatencySink,50000,1,1,1,1,962839063901405,34230.03360626829,0.0,31250.67051438136,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962839063907219,0,251102.7052142845,0,31555.895341644326
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962849068162042,0,277520.51810250944,0,31553.75063834842
Session Window -> DummyLatencySink,50000,1,1,1,1,962849077279424,33278.74981399674,0.0,31649.841747012597,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962859070560734,0,282529.7446489092,0,31333.144743640725
Session Window -> DummyLatencySink,50000,1,1,1,1,962859085243459,32824.74739722217,0.0,31252.96626652705,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962869090165505,0,274555.036198981,0,31826.043514041296
Session Window -> DummyLatencySink,50000,1,1,1,1,962869110202902,33381.665263623,0.0,31808.85126906631,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962879107486895,0,280384.4052121637,0,31724.78447670555
Session Window -> DummyLatencySink,50000,1,1,1,1,962879145474733,33449.19011948981,0.0,31798.225873512496,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962889119101891,0,285882.6808940421,0,31794.41291801573
Session Window -> DummyLatencySink,50000,1,1,1,1,962889171302213,33387.70114729343,0.0,31793.17511147109,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962899129960360,0,284978.1525042504,0,31900.433712514623
Session Window -> DummyLatencySink,50000,1,1,1,1,962899199186857,33507.4823423409,0.0,31895.291575317482,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962909144970404,0,288288.6024268612,0,31846.823462517103
Session Window -> DummyLatencySink,50000,1,1,1,1,962909229022156,33394.671664964895,0.0,31882.699479979223,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962919151320469,0,287263.9453344316,0,31823.09941042342
Session Window -> DummyLatencySink,50000,1,1,1,1,962919260417688,33398.70541060812,0.0,31876.520612941174,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962929163058159,0,287753.0599018694,0,31761.92816404707
Session Window -> DummyLatencySink,50000,1,1,1,1,962929289686970,33390.13483348707,0.0,31842.10347375147,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962939164994249,0,289573.8920311157,0,31712.062171737518
Session Window -> DummyLatencySink,50000,1,1,1,1,962939326279424,33431.54497841048,0.0,31871.06402220002,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962949167652132,0,291647.46724953427,0,31616.360879363718
Session Window -> DummyLatencySink,50000,1,1,1,1,962949348288025,33403.650935698744,0.0,31863.00425400522,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962959172277681,0,289732.73476946115,0,31245.57793367954
Session Window -> DummyLatencySink,50000,1,1,1,1,962959363214503,33292.06943130174,0.0,31721.154092922083,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962969175839659,0,287586.50174785376,0,31702.700140016124
Session Window -> DummyLatencySink,50000,1,1,1,1,962969371477255,32221.852395850063,0.0,30737.079874795887,0.0
Source: Custom Source -> Timestamps-Watermarks,50000,1,1,1,1,962979183715439,0,290871.763963911,0,31825.794121024654
Session Window -> DummyLatencySink,50000,1,1,1,1,962979409092281,33465.29229961047,0.0,31894.628453747213,0.0
