Source: Custom Source,20000,1,1,1,1,355677230178086,0,20135.3145508988,0,19889.534268738815
DummyLatencySink,20000,1,1,1,1,355677214183700,609288.7769201023,0.0,311.9021084515886,0.0
Flat Map,20000,1,1,1,1,355677221856310,313160.5420042687,4920.0448481780595,19886.362808261427,312.4333489065577
Source: Custom Source,20000,1,1,1,1,355687294244936,0,20397.118807584167,0,20182.148514191318
Flat Map,20000,1,1,1,1,355687299893923,342814.63050107216,3906.7968653037387,20179.512403321984,229.9705111343248
DummyLatencySink,20000,1,1,1,1,355687397616182,723932.7892006092,0.0,401.3786924139911,0.0
Source: Custom Source,20000,1,1,1,1,355697294795141,0,20308.908121737837,0,20035.43590083508
Flat Map,20000,1,1,1,1,355697305433172,338787.71264264174,6728.498365804819,20145.052100955105,400.09110449441005
DummyLatencySink,20000,1,1,1,1,355698308643948,738050.6241891049,0.0,230.27889343727878,0.0
Source: Custom Source,20000,1,1,1,1,355707295738898,0,20224.754498622122,0,20035.37312079708
Flat Map,20000,1,1,1,1,355707308045496,342913.6663557291,4122.14572051618,20070.93098586678,241.2715222155627
DummyLatencySink,20000,1,1,1,1,355708418449597,721341.4639064445,0.0,268.0287235188325,0.0
Source: Custom Source,20000,1,1,1,1,355717296922723,0,20254.757534636545,0,20036.624310863393
Flat Map,20000,1,1,1,1,355717311418022,346218.64960139315,5700.501712059033,20033.65950957095,329.8548777328989
DummyLatencySink,20000,1,1,1,1,355718527966335,637905.8179985292,0.0,282.9986699630708,0.0
Source: Custom Source,20000,1,1,1,1,355727297504368,0,20108.27348773729,0,19888.9665114901
Flat Map,20000,1,1,1,1,355727315439791,346284.5607125965,3060.748615144328,20034.585644624407,177.08219546544737
DummyLatencySink,20000,1,1,1,1,355729539710699,701230.6679951831,0.0,277.8009538879384,0.0
Source: Custom Source,20000,1,1,1,1,355737298733011,0,20233.877829775956,0,19994.671979062994
Flat Map,20000,1,1,1,1,355737319062556,346309.2292887488,2590.4059871097766,19998.590856245086,149.59020755575102
DummyLatencySink,20000,1,1,1,1,355740449705488,685993.0495992299,0.0,156.05520134123088,0.0
Source: Custom Source,20000,1,1,1,1,355747301859468,0,20352.00153095953,0,20108.593106305034
Flat Map,20000,1,1,1,1,355747322309870,338213.2453986058,3595.9415659562683,20143.424626834425,214.1683653192597
DummyLatencySink,20000,1,1,1,1,355751359599965,728905.6338733551,0.0,241.37396653177376,0.0
Source: Custom Source,20000,1,1,1,1,355757302930508,0,20221.585354065224,0,19962.118838729133
Flat Map,20000,1,1,1,1,355757326471405,335369.4748820143,5097.616018206618,19999.59798208108,303.9938893276324
DummyLatencySink,20000,1,1,1,1,355761468558083,743931.3204427771,0.0,299.188472134638,0.0
Source: Custom Source,20000,1,1,1,1,355767304237514,0,20240.703105222365,0,19998.77160345254
Flat Map,20000,1,1,1,1,355767329510966,338870.83726053266,4574.901752758684,20035.316722481322,270.4853752885347
DummyLatencySink,20000,1,1,1,1,355773381253641,742695.1831763105,0.0,311.5717568320885,0.0
Source: Custom Source,20000,1,1,1,1,355777308631515,0,20348.44836417604,0,20109.564421643714
Flat Map,20000,1,1,1,1,355777332828278,340070.068070024,4689.603256509383,20034.175677357838,276.2734633812953
DummyLatencySink,20000,1,1,1,1,355783488563700,708785.5980879982,0.0,68.01079472063398,0.0
Source: Custom Source,20000,1,1,1,1,355787309135245,0,20254.223786925115,0,20035.457941855813
Flat Map,20000,1,1,1,1,355787336236049,345502.07109436154,3407.416343705932,20145.137563138996,198.67571491372266
DummyLatencySink,20000,1,1,1,1,355795321310179,727799.5365129951,0.0,356.8802318834065,0.0
Source: Custom Source,20000,1,1,1,1,355797310104693,0,20241.89231861243,0,19999.37326023936
Flat Map,20000,1,1,1,1,355797340407383,345730.3164648529,3407.282461174392,20008.78829140223,197.19298588493066
DummyLatencySink,20000,1,1,1,1,355806409774287,719541.8419597337,0.0,149.31784894788265,0.0
Source: Custom Source,20000,1,1,1,1,355807310599744,0,20216.338343655563,0,19999.09878413018
Flat Map,20000,1,1,1,1,355807343624620,340771.8499664753,2498.059332849184,20132.301867216967,147.58168720827743
Source: Custom Source,20000,1,1,1,1,355817311408595,0,20269.61316462729,0,20035.558589299108
DummyLatencySink,20000,1,1,1,1,355816519184915,731597.6133518554,0.0,255.00054227433054,0.0
