Session Window -> DummyLatencySink,80000,1,1,1,1,284707478319,51042.80586542664,0.0,49254.902672911136,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,284702196997,0,242649.0689560283,0,49509.38490043038
Session Window -> DummyLatencySink,80000,1,1,1,1,284707478319,51042.80586542664,0.0,49254.902672911136,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,284702196997,0,242649.0689560283,0,49509.38490043038
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,294712478212,0,313453.65675955534,0,50245.610439993725
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,294712478212,0,313453.65675955534,0,50245.610439993725
Session Window -> DummyLatencySink,80000,1,1,1,1,294722925362,50561.71961907869,0.0,50288.93227526414,0.0
Session Window -> DummyLatencySink,80000,1,1,1,1,294722925362,50561.71961907869,0.0,50288.93227526414,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,304719790022,0,326075.97201577405,0,49799.41139524239
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,304719790022,0,326075.97201577405,0,49799.41139524239
Session Window -> DummyLatencySink,80000,1,1,1,1,304739731489,50103.07739415184,0.0,49807.073247700275,0.0
Session Window -> DummyLatencySink,80000,1,1,1,1,304739731489,50103.07739415184,0.0,49807.073247700275,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,314725783500,0,316814.7506277706,0,49974.089022397275
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,314725783500,0,316814.7506277706,0,49974.089022397275
Session Window -> DummyLatencySink,80000,1,1,1,1,314749605263,50262.12424697665,0.0,49954.93792072262,0.0
Session Window -> DummyLatencySink,80000,1,1,1,1,314749605263,50262.12424697665,0.0,49954.93792072262,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,324734177657,0,307104.878340357,0,49422.52864344396
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,324734177657,0,307104.878340357,0,49422.52864344396
Session Window -> DummyLatencySink,80000,1,1,1,1,324772364494,49743.592500379375,0.0,49523.44489654975,0.0
Session Window -> DummyLatencySink,80000,1,1,1,1,324772364494,49743.592500379375,0.0,49523.44489654975,0.0
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,334738185563,0,306490.9542918085,0,50711.3973244216
Source: Custom Source -> Timestamps-Watermarks,80000,1,1,1,1,334738185563,0,306490.9542918085,0,50711.3973244216
