Incremental join,15000,8000,1,1,1,1,1,1570972032412406,74029.3578802526,3982.578127160433,45464.69836429538,2445.8771283208603
Source: Custom Source: Auctions,15000,8000,1,1,1,2,3,1570972036163792,0,81663.07221561334,0,11235.617634026088
Source: Custom Source: Auctions,15000,8000,1,1,1,3,3,1570972100175738,0,84505.83956980049,0,11227.290982040275
Source: Custom Source: Auctions,15000,8000,1,1,1,1,3,1570972096075627,0,93068.1687894027,0,11141.457839565215
Filter,15000,8000,1,1,1,3,3,1570973810001896,46631.236497511316,23414.70467199171,7992.306619474093,4013.1361121633076
Filter,15000,8000,1,1,1,1,3,1570975425869902,60097.709550480504,30069.810390027465,8028.495614871738,4017.047282868203
Filter,15000,8000,1,1,1,2,3,1570975772397565,52466.78400716106,26277.565191035093,8134.7563822883385,4074.227059916514
Source: Custom Source: Persons,15000,8000,1,1,1,1,3,1570978437148134,0,8027.456716939821,0,8024.731296910465
Sink,15000,8000,1,1,1,1,1,1570978450828854,698305.5304439452,0.0,2420.0946901544517,0.0
Source: Custom Source: Persons,15000,8000,1,1,1,2,3,1570979687344003,0,8041.5116830465495,0,7997.414184940876
Source: Custom Source: Persons,15000,8000,1,1,1,3,3,1570979792836588,0,8164.359817670273,0,8014.629775644912
Incremental join,15000,8000,1,1,1,1,1,1570982035111459,55147.79023708184,4460.862566231812,29236.490929901356,2364.917386471768
Source: Custom Source: Auctions,15000,8000,1,1,1,2,3,1570982047850096,0,78270.39254312338,0,5771.893078056393
Source: Custom Source: Auctions,15000,8000,1,1,1,3,3,1570982106077160,0,78193.1049802917,0,5784.52867280456
Source: Custom Source: Auctions,15000,8000,1,1,1,1,3,1570982109151558,0,83077.3425126516,0,5757.676462971763
Filter,15000,8000,1,1,1,3,3,1570983821599166,43151.93228900182,21500.488269584654,8028.619404024301,4000.2666893593514
Filter,15000,8000,1,1,1,1,3,1570985431113434,49834.49997001335,24867.294474794533,8024.730392984094,4004.3209801090675
Filter,15000,8000,1,1,1,2,3,1570985778414331,36223.76943352656,18063.40783949435,7841.066816335703,3910.040010057792
Source: Custom Source: Persons,15000,8000,1,1,1,1,3,1570988446614135,0,8115.442466079535,0,8076.541420236548
Sink,15000,8000,1,1,1,1,1,1570988573552392,367584.47287030745,0.0,2635.1634572938324,0.0
Source: Custom Source: Persons,15000,8000,1,1,1,2,3,1570989692932277,0,8363.303978735352,0,7999.587297486756
Source: Custom Source: Persons,15000,8000,1,1,1,3,3,1570989799508082,0,8062.52839433273,0,8015.3605136212145
Incremental join,15000,8000,1,1,1,1,1,1570991520531479,33977.19658929023,7019.651971154128,18346.0056373287,3790.264870630087
Source: Custom Source: Auctions,15000,8000,1,1,1,1,1,1570991531902447,0,31209.68330189551,0,14437.522178814334
