Source: Bids Source,0.2,50000,1,1,1,1,1128022636178042,0,50693.74124789722,0,49731.3328060221
Mapper,0.2,50000,1,1,1,1,1128022628057469,320264.1637571293,320266.08394037804,49681.85328919562,49682.151162867565
Latency Sink,0.2,50000,1,1,1,1,1128022630917328,5018666.2509160405,0.0,49629.37241138707,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128032696733379,0,51122.610737801086,0,50064.23391955183
Mapper,0.2,50000,1,1,1,1,1128032713755675,326014.7433177274,326016.0369962244,50396.39616512114,50396.59614605876
Latency Sink,0.2,50000,1,1,1,1,1128032716524515,5111332.386549608,0.0,50486.43142970993,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128042698811988,0,50384.28011532573,0,49994.41900151015
Mapper,0.2,50000,1,1,1,1,1128042716397327,340848.80165326013,340850.17205120024,49737.854013025426,49738.053986304934
Latency Sink,0.2,50000,1,1,1,1,1128042720947215,5096869.189047952,0.0,49732.25538265058,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128052704164489,0,51807.9390795972,0,50105.157511388024
Mapper,0.2,50000,1,1,1,1,1128052719321684,305082.9267970736,305084.1418021983,50211.702840437196,50211.90281057946
Latency Sink,0.2,50000,1,1,1,1,1128052724860315,5573560.263207649,0.0,50258.24192818907,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128062707135777,0,50954.14957344138,0,49997.33435245269
Mapper,0.2,50000,1,1,1,1,1128062723124527,328612.8151382987,328614.13054980966,49957.68082442644,49957.880801132735
Latency Sink,0.2,50000,1,1,1,1,1128062729136281,5596466.972785948,0.0,49991.16234236,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128072711385595,0,50674.56081119625,0,50029.83584757823
Mapper,0.2,50000,1,1,1,1,1128072726680625,332916.11515178165,332917.44584483636,50036.11359611276,50036.313594568266
Latency Sink,0.2,50000,1,1,1,1,1128072733724570,5414238.660744225,0.0,50163.83371768247,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128082714378348,0,51061.28846099685,0,50107.99984218201
Mapper,0.2,50000,1,1,1,1,1128082727886716,320212.2630708693,320213.53774286114,50237.4569885764,50237.65696929778
Latency Sink,0.2,50000,1,1,1,1,1128082739242532,5371742.24694123,0.0,50172.31332549887,0.0
Source: Bids Source,0.2,50000,1,1,1,1,1128092714843724,0,51460.83514729777,0,50256.054955999796
