Source: Bids Source,1,11,Source: Bids Source,1.6,40000,1,1,1,1,5258521990569448,0,40738.71364133872,0,40290.73366389528
Mapper,1,11,,1.6,40000,1,1
Mapper,1,11,Mapper,1.6,40000,1,1,1,1,5258521997101923,342125.74070903234,342127.4373952172,40327.48723954174,40327.687233527366
Latency Sink,1,11,Latency Sink,1.6,40000,1,1,1,1,5258522023147472,4249439.620997041,0.0,40168.81869592727,0.0
Source: Bids Source,1,12,,1.6,40000,1,1
Source: Bids Source,1,12,Source: Bids Source,1.6,40000,1,1,1,1,5258531991926319,0,40860.001442359164,0,40111.70068368191
Mapper,1,12,,1.6,40000,1,1
Mapper,1,12,Mapper,1.6,40000,1,1,1,1,5258532004991154,329091.47934139386,329093.1126672627,40296.572860382126,40296.772857765856
Latency Sink,1,12,Latency Sink,1.6,40000,1,1,1,1,5258532027186359,4124007.3169126096,0.0,40612.347882114766,0.0
Source: Bids Source,1,13,,1.6,40000,1,1
Source: Bids Source,1,13,Source: Bids Source,1.6,40000,1,1,1,1,5258541993609941,0,40175.108879697465,0,40028.568104157515
Mapper,1,13,,1.6,40000,1,1
Mapper,1,13,Mapper,1.6,40000,1,1,1,1,5258542007102988,352901.3105268479,352903.06738229503,40172.55788643755,40172.757878262586
Latency Sink,1,13,Latency Sink,1.6,40000,1,1,1,1,5258542032105680,4062227.908176051,0.0,40352.65362787305,0.0
Source: Bids Source,1,14,Source: Bids Source,1.6,40000,1,1,1,1,5258551995271249,0,40460.40703838497,0,40033.205319023
Mapper,1,14,,1.6,40000,1,1
Mapper,1,14,Mapper,1.6,40000,1,1,1,1,5258552009292159,341770.4042048871,341772.11920518416,39856.20009085953,39856.400088852795
Latency Sink,1,14,Latency Sink,1.6,40000,1,1,1,1,5258552035143783,4242445.239124347,0.0,39814.14680527758,0.0
Source: Bids Source,1,15,,1.6,40000,1,1
Source: Bids Source,1,15,Source: Bids Source,1.6,40000,1,1,1,1,5258561996235253,0,40477.75419516539,0,39853.6248195081
Mapper,1,15,Mapper,1.6,40000,1,1,1,1,5258562011111539,329997.61397670856,329999.2745467611,39744.991977086305,39745.19197654273
Latency Sink,1,15,Latency Sink,1.6,40000,1,1,1,1,5258562040479177,4310152.58806198,0.0,39847.652335331884,0.0
Source: Bids Source,1,16,,1.6,40000,1,1
Source: Bids Source,1,16,Source: Bids Source,1.6,40000,1,1,1,1,5258571997502806,0,40690.20828019643,0,40034.29676918895
